opportunity_id,bd_rep_id,sales_rep_id,created_date,closed_date,outcome,current_stage,days_in_current_stage,deal_value
OPP_1207,BD_018,SR_018,2023-03-22,,Open,Proposal,70,88519.2
OPP_1208,BD_011,SR_011,2023-06-04,,Open,Qualification,20,90667.96
OPP_1209,BD_012,SR_010,2024-10-26,2024-12-26,Closed Lost,Closed Lost,4,147285.68
OPP_1210,BD_011,SR_023,2024-05-10,,Open,Qualification,45,30214.97
OPP_1211,BD_008,SR_001,2023-02-09,2023-03-31,Closed Won,Closed Won,24,23734.89
OPP_1212,BD_011,SR_004,2023-05-30,,Open,Qualification,99,88146.3
OPP_1213,BD_007,SR_004,2023-04-03,,Open,Qualification,54,100016.68
OPP_1214,BD_017,SR_003,2024-08-17,2024-12-21,Closed Lost,Closed Lost,28,23839.78
OPP_1215,BD_013,SR_006,2023-04-05,,Open,Qualification,96,152978.84
OPP_1216,BD_002,SR_006,2024-11-21,,Open,Proposal,7,20267.97
OPP_1217,BD_013,SR_001,2023-12-09,2024-04-30,Closed Lost,Closed Lost,2,17530.47
OPP_1218,BD_002,SR_001,2024-05-31,,Open,Qualification,81,132266.1
OPP_1219,BD_013,SR_009,2023-07-23,2023-09-28,Closed Won,Closed Won,10,38283.6
OPP_1220,BD_015,SR_006,2024-01-07,2024-05-23,Closed Won,Closed Won,5,51009.0
OPP_1221,BD_013,SR_023,2023-09-12,2024-01-20,Closed Won,Closed Won,14,55239.9
OPP_1222,BD_010,SR_012,2023-10-04,,Open,Qualification,74,73625.02
OPP_1223,BD_016,SR_001,2023-02-05,2023-03-23,Closed Lost,Closed Lost,14,30536.7
OPP_1224,BD_003,SR_011,2024-08-13,2024-12-16,Closed Lost,Closed Lost,11,29006.63
OPP_1225,BD_004,SR_002,2024-02-15,2024-05-18,Closed Won,Closed Won,14,148433.58
OPP_1226,BD_009,SR_023,2023-05-16,,Open,Proposal,98,79453.76
OPP_1227,BD_015,SR_021,2024-10-17,2025-04-10,Closed Lost,Closed Lost,2,39429.96
OPP_1228,BD_003,SR_013,2024-05-13,,Open,Negotiation,31,37013.33
OPP_1229,BD_002,SR_022,2024-06-28,2024-11-11,Closed Lost,Closed Lost,3,124854.68
OPP_1230,BD_015,SR_019,2024-11-12,2024-12-28,Closed Lost,Closed Lost,18,54876.38
OPP_1231,BD_015,SR_013,2023-02-15,2023-04-09,Closed Lost,Closed Lost,4,81696.33
OPP_1232,BD_004,SR_021,2024-04-17,,Open,Qualification,97,30583.57
OPP_1233,BD_016,SR_010,2024-04-07,2024-09-01,Closed Won,Closed Won,3,69104.85
OPP_1234,BD_010,SR_020,2024-11-06,2025-04-11,Closed Won,Closed Won,5,23613.43
OPP_1235,BD_013,SR_005,2023-08-06,,Open,Proposal,34,146596.49
OPP_1236,BD_006,SR_010,2023-07-09,2023-09-18,Closed Lost,Closed Lost,5,31414.15
OPP_1237,BD_018,SR_007,2023-12-28,2024-06-08,Closed Won,Closed Won,26,16061.65
OPP_1238,BD_006,SR_001,2024-01-20,,Open,Negotiation,85,34719.95
OPP_1239,BD_008,SR_023,2024-02-24,2024-08-04,Closed Lost,Closed Lost,23,135654.21
OPP_1240,BD_004,SR_019,2023-06-06,2023-08-30,Closed Won,Closed Won,11,52790.87
OPP_1241,BD_017,SR_002,2023-03-10,,Open,Negotiation,111,182582.78
OPP_1242,BD_010,SR_017,2023-09-29,,Open,Qualification,42,38317.62
OPP_1243,BD_009,SR_023,2023-05-16,,Open,Proposal,98,79453.76
OPP_1244,BD_007,SR_001,2024-06-29,,Open,Proposal,62,24823.61
OPP_1245,BD_015,SR_018,2024-01-21,2024-04-10,Closed Won,Closed Won,16,31930.0
OPP_1246,BD_008,SR_016,2024-06-06,,Open,Negotiation,16,50928.43
OPP_1247,BD_011,SR_015,2023-04-24,,Open,Negotiation,28,75043.85
OPP_1248,BD_010,SR_017,2023-09-29,,Open,Qualification,42,38317.62
OPP_1249,BD_013,SR_018,2024-06-07,2024-07-21,Closed Won,Closed Won,19,18746.18
OPP_1250,BD_018,SR_005,2024-12-01,2024-12-31,Closed Won,Closed Won,13,70612.34
OPP_1251,BD_004,SR_014,2023-04-21,,Open,Qualification,1,48914.71
OPP_1252,BD_001,SR_001,2023-08-20,2023-11-09,Closed Won,Closed Won,10,30624.46
OPP_1253,BD_002,SR_005,2023-06-30,,Open,Negotiation,12,22639.27
OPP_1254,BD_006,SR_004,2023-05-17,2023-08-18,Closed Won,Closed Won,5,34710.31
OPP_1255,BD_011,SR_004,2023-05-30,,Open,Qualification,99,88146.3
OPP_1256,BD_003,SR_003,2023-12-05,2024-02-26,Closed Lost,Closed Lost,6,65049.52
OPP_1257,BD_011,SR_008,2023-08-07,2023-10-05,Closed Won,Closed Won,10,109687.8
OPP_1258,BD_003,SR_021,2023-02-23,,Open,Qualification,55,29404.83
OPP_1259,BD_010,SR_021,2024-05-04,2024-07-14,Closed Lost,Closed Lost,15,45079.15
OPP_1260,BD_002,SR_002,2023-08-31,2023-11-20,Closed Won,Closed Won,4,82122.98
OPP_1261,BD_012,SR_015,2024-05-09,,Open,Proposal,14,92057.38
OPP_1262,BD_018,SR_018,2023-03-22,,Open,Proposal,70,88519.2
OPP_1263,BD_014,SR_019,2024-05-22,2024-08-07,Closed Lost,Closed Lost,9,25956.31
OPP_1264,BD_001,SR_021,2024-08-14,,Open,Negotiation,71,14356.98
OPP_1265,BD_015,SR_020,2023-07-07,2023-12-15,Closed Won,Closed Won,28,60314.64
OPP_1266,BD_012,SR_009,2023-01-10,,Open,Proposal,5,53469.38
OPP_1267,BD_018,SR_019,2024-07-09,2024-09-09,Closed Lost,Closed Lost,28,46360.01
OPP_1268,BD_006,SR_021,2023-06-22,2023-11-07,Closed Won,Closed Won,20,114463.48
OPP_1269,BD_017,SR_007,2024-02-19,2024-05-04,Closed Won,Closed Won,11,43406.44
OPP_1270,BD_017,SR_013,2024-12-20,2025-02-09,Closed Won,Closed Won,23,38384.04
OPP_1271,BD_006,SR_019,2024-12-15,,Open,Qualification,110,125444.02
OPP_1272,BD_011,SR_010,2024-03-11,2024-07-14,Closed Lost,Closed Lost,25,208200.08
OPP_1273,BD_017,SR_020,2023-01-24,,Open,Qualification,116,33393.73
OPP_1274,BD_006,SR_022,2024-08-15,,Open,Qualification,39,90505.41
OPP_1275,BD_016,SR_023,2024-09-27,2025-01-01,Closed Won,Closed Won,14,16651.52
OPP_1276,BD_015,SR_007,2023-03-13,,Open,Qualification,24,144736.14
OPP_1277,BD_005,SR_021,2023-09-05,,Open,Qualification,18,90782.91
OPP_1278,BD_011,SR_018,2023-04-15,,Open,Qualification,51,35027.68
OPP_1279,BD_015,SR_011,2024-02-16,,Open,Negotiation,39,26026.03
OPP_1280,BD_013,SR_008,2024-11-14,,Open,Qualification,115,44539.59
OPP_1281,BD_003,SR_011,2024-08-13,2024-12-16,Closed Lost,Closed Lost,11,29006.63
OPP_1282,BD_008,SR_022,2024-10-18,,Open,Proposal,78,53820.54
OPP_1283,BD_016,SR_016,2023-06-25,2023-10-02,Closed Won,Closed Won,13,43574.49
OPP_1284,BD_003,SR_014,2024-07-14,2024-08-17,Closed Won,Closed Won,20,49240.75
OPP_1285,BD_010,SR_003,2024-12-05,2025-04-16,Closed Lost,Closed Lost,18,44381.42
OPP_1286,BD_002,SR_006,2024-11-21,,Open,Proposal,7,20267.97
OPP_1287,BD_001,SR_008,2023-07-03,,Open,Proposal,25,49951.38
OPP_1288,BD_010,SR_009,2023-11-13,,Open,Proposal,45,11981.71
OPP_1289,BD_017,SR_022,2023-02-26,2023-05-23,Closed Lost,Closed Lost,23,23673.32
OPP_1290,BD_012,SR_018,2024-03-11,,Open,Proposal,35,35390.4
OPP_1291,BD_009,SR_022,2023-02-23,,Open,Proposal,70,22610.69
OPP_1292,BD_009,SR_002,2024-10-18,2025-04-06,Closed Lost,Closed Lost,4,76854.17
OPP_1293,BD_010,SR_015,2024-09-26,,Open,Proposal,13,27674.74
OPP_1294,BD_012,SR_007,2024-02-17,2024-08-05,Closed Lost,Closed Lost,14,17158.77
OPP_1295,BD_007,SR_018,2023-05-24,2023-08-28,Closed Lost,Closed Lost,7,85665.71
OPP_1296,BD_005,SR_004,2023-02-06,2023-05-07,Closed Lost,Closed Lost,17,45954.46
OPP_1297,BD_009,SR_008,2023-07-04,2023-11-02,Closed Won,Closed Won,9,76237.79
OPP_1298,BD_017,SR_003,2024-08-17,2024-12-21,Closed Lost,Closed Lost,28,23839.78
OPP_1299,BD_010,SR_010,2023-06-08,,Open,Qualification,7,94107.29
OPP_1300,BD_005,SR_006,2024-04-02,2024-07-31,Closed Won,Closed Won,8,86628.03
OPP_1301,BD_011,SR_023,2024-05-10,,Open,Qualification,45,30214.97
OPP_1302,BD_003,SR_006,2024-05-08,2024-07-03,Closed Won,Closed Won,3,83361.6
OPP_1303,BD_014,SR_016,2023-01-25,2023-07-22,Closed Lost,Closed Lost,8,61680.25
OPP_1304,BD_002,SR_004,2024-08-30,2024-11-07,Closed Lost,Closed Lost,28,34628.75
OPP_1305,BD_003,SR_007,2024-10-17,,Open,Proposal,95,45435.39
OPP_1306,BD_008,SR_010,2024-07-17,2024-10-30,Closed Won,Closed Won,4,243878.48
OPP_1307,BD_012,SR_010,2024-10-26,2024-12-26,Closed Lost,Closed Lost,4,147285.68
OPP_1308,BD_011,SR_005,2023-07-08,,Open,Qualification,82,27039.18
OPP_1309,BD_018,SR_005,2024-12-01,2024-12-31,Closed Won,Closed Won,13,70612.34
OPP_1310,BD_012,SR_004,2023-10-18,2024-02-03,Closed Lost,Closed Lost,16,55227.66
OPP_1311,BD_004,SR_013,2023-08-23,2024-02-17,Closed Lost,Closed Lost,29,70347.63
OPP_1312,BD_012,SR_013,2024-07-24,2024-09-02,Closed Lost,Closed Lost,2,13729.37
OPP_1313,BD_003,SR_015,2023-12-12,2024-02-02,Closed Lost,Closed Lost,17,65521.66
OPP_1314,BD_013,SR_016,2024-04-08,2024-05-09,Closed Won,Closed Won,27,26085.95
OPP_1315,BD_014,SR_004,2024-12-28,,Open,Proposal,62,37481.83
OPP_1316,BD_002,SR_001,2024-05-31,,Open,Qualification,81,132266.1
OPP_1317,BD_007,SR_008,2023-09-01,2023-10-02,Closed Won,Closed Won,20,35441.11
OPP_1318,BD_006,SR_007,2024-02-22,,Open,Qualification,119,25100.95
OPP_1319,BD_017,SR_003,2024-08-17,2024-12-21,Closed Lost,Closed Lost,28,23839.78
OPP_1320,BD_002,SR_019,2024-08-31,,Open,Negotiation,94,42976.59
OPP_1321,BD_018,SR_001,2024-05-17,2024-08-13,Closed Won,Closed Won,1,64348.8
OPP_1322,BD_013,SR_003,2024-07-25,,Open,Qualification,61,38792.46
OPP_1323,BD_016,SR_013,2023-11-01,2024-03-18,Closed Lost,Closed Lost,22,44925.69
OPP_1324,BD_006,SR_010,2023-07-09,2023-09-18,Closed Lost,Closed Lost,5,31414.15
OPP_1325,BD_004,SR_005,2023-10-04,2023-11-23,Closed Lost,Closed Lost,5,119640.07
OPP_1326,BD_010,SR_022,2023-03-01,,Open,Qualification,99,53057.15
OPP_1327,BD_009,SR_007,2023-08-11,,Open,Negotiation,61,76913.8
OPP_1328,BD_009,SR_009,2024-04-18,2024-08-03,Closed Lost,Closed Lost,13,39401.47
OPP_1329,BD_008,SR_015,2023-03-11,2023-04-25,Closed Won,Closed Won,26,101060.16
OPP_1330,BD_014,SR_020,2024-09-17,,Open,Proposal,106,31151.33
OPP_1331,BD_002,SR_021,2024-07-17,2024-08-29,Closed Lost,Closed Lost,5,93153.17
OPP_1332,BD_003,SR_011,2024-08-13,2024-12-16,Closed Lost,Closed Lost,11,29006.63
OPP_1333,BD_006,SR_016,2023-06-30,2023-08-21,Closed Won,Closed Won,6,266419.79
OPP_1334,BD_006,SR_012,2024-11-24,,Open,Proposal,112,60324.09
OPP_1335,BD_004,SR_001,2024-09-19,,Open,Qualification,13,37219.03
OPP_1336,BD_003,SR_007,2024-10-17,,Open,Proposal,95,45435.39
OPP_1337,BD_013,SR_009,2023-07-23,2023-09-28,Closed Won,Closed Won,10,38283.6
OPP_1338,BD_010,SR_014,2023-12-09,2024-03-28,Closed Lost,Closed Lost,29,31684.25
OPP_1339,BD_014,SR_021,2024-04-18,2024-05-24,Closed Lost,Closed Lost,20,47034.94
OPP_1340,BD_007,SR_007,2023-06-03,2023-08-17,Closed Lost,Closed Lost,27,100975.39
OPP_1341,BD_013,SR_007,2023-12-28,2024-05-20,Closed Won,Closed Won,1,38666.7
OPP_1342,BD_007,SR_009,2023-03-14,2023-04-19,Closed Won,Closed Won,28,118211.2
OPP_1343,BD_002,SR_015,2024-09-20,,Open,Proposal,117,28599.13
OPP_1344,BD_012,SR_012,2024-01-22,,Open,Qualification,33,54347.25
OPP_1345,BD_017,SR_020,2023-01-24,,Open,Qualification,116,33393.73
OPP_1346,BD_010,SR_020,2024-11-06,2025-04-11,Closed Won,Closed Won,5,23613.43
OPP_1347,BD_010,SR_003,2024-12-05,2025-04-16,Closed Lost,Closed Lost,18,44381.42
OPP_1348,BD_011,SR_017,2024-03-05,,Open,Negotiation,6,78603.98
OPP_1349,BD_003,SR_009,2023-04-30,2023-06-21,Closed Won,Closed Won,3,129277.65
OPP_1350,BD_017,SR_008,2024-08-02,2024-12-02,Closed Lost,Closed Lost,15,16225.76
OPP_1351,BD_015,SR_023,2024-11-26,2025-02-26,Closed Lost,Closed Lost,24,83966.53
OPP_1352,BD_017,SR_019,2024-09-22,,Open,Proposal,97,151433.55
OPP_1353,BD_012,SR_010,2024-10-26,2024-12-26,Closed Lost,Closed Lost,4,147285.68
OPP_1354,BD_017,SR_015,2024-04-20,,Open,Proposal,2,43006.65
OPP_1355,BD_017,SR_008,2024-08-02,2024-12-02,Closed Lost,Closed Lost,15,16225.76
OPP_1356,BD_002,SR_006,2024-11-21,,Open,Proposal,7,20267.97
OPP_1357,BD_011,SR_002,2023-04-28,2023-09-25,Closed Lost,Closed Lost,20,58769.65
OPP_1358,BD_011,SR_010,2024-03-11,2024-07-14,Closed Lost,Closed Lost,25,208200.08
OPP_1359,BD_008,SR_002,2024-11-02,2024-12-14,Closed Won,Closed Won,29,89270.08
OPP_1360,BD_012,SR_022,2023-05-22,,Open,Proposal,82,23737.78
OPP_1361,BD_003,SR_015,2023-12-12,2024-02-02,Closed Lost,Closed Lost,17,65521.66
OPP_1362,BD_016,SR_010,2024-04-07,2024-09-01,Closed Won,Closed Won,3,69104.85
OPP_1363,BD_005,SR_019,2024-02-13,,Open,Qualification,91,31078.32
OPP_1364,BD_006,SR_004,2023-05-17,2023-08-18,Closed Won,Closed Won,5,34710.31
OPP_1365,BD_001,SR_023,2024-10-21,,Open,Qualification,3,30432.09
OPP_1366,BD_014,SR_018,2024-10-20,2025-03-01,Closed Lost,Closed Lost,29,44656.72
OPP_1367,BD_003,SR_012,2024-11-15,,Open,Proposal,68,60960.23
OPP_1368,BD_006,SR_009,2024-01-10,2024-03-30,Closed Won,Closed Won,4,183665.38
OPP_1369,BD_012,SR_009,2023-01-10,,Open,Proposal,5,53469.38
OPP_1370,BD_015,SR_016,2024-03-13,2024-08-01,Closed Won,Closed Won,4,26034.58
OPP_1371,BD_015,SR_020,2023-07-07,2023-12-15,Closed Won,Closed Won,28,60314.64
OPP_1372,BD_007,SR_022,2023-06-30,2023-12-17,Closed Won,Closed Won,9,63983.56
OPP_1373,BD_009,SR_016,2024-01-22,2024-04-08,Closed Won,Closed Won,1,112802.71
OPP_1374,BD_013,SR_003,2024-07-25,,Open,Qualification,61,38792.46
OPP_1375,BD_007,SR_005,2023-06-09,2023-07-30,Closed Lost,Closed Lost,2,27410.21
OPP_1376,BD_010,SR_023,2023-06-14,2023-08-28,Closed Won,Closed Won,25,26758.0
OPP_1377,BD_005,SR_003,2024-05-15,2024-09-26,Closed Won,Closed Won,18,33485.29
OPP_1378,BD_012,SR_008,2023-08-07,2023-11-03,Closed Won,Closed Won,11,66411.69
OPP_1379,BD_006,SR_015,2023-01-24,,Open,Negotiation,23,29644.6
OPP_1380,BD_008,SR_005,2024-03-25,,Open,Proposal,11,60900.1
OPP_1381,BD_003,SR_008,2023-05-20,,Open,Qualification,81,68319.53
OPP_1382,BD_009,SR_018,2023-02-04,2023-04-26,Closed Won,Closed Won,14,50425.8
OPP_1383,BD_013,SR_019,2024-05-16,2024-09-28,Closed Won,Closed Won,12,51579.49
OPP_1384,BD_011,SR_017,2024-03-05,,Open,Negotiation,6,78603.98
OPP_1385,BD_014,SR_003,2023-09-10,,Open,Proposal,2,102504.36
OPP_1386,BD_010,SR_007,2024-05-11,2024-08-28,Closed Won,Closed Won,27,38753.19
OPP_1387,BD_009,SR_003,2024-09-25,2025-02-14,Closed Won,Closed Won,11,22163.44
OPP_1388,BD_003,SR_018,2024-09-08,2024-11-21,Closed Won,Closed Won,27,23340.45
OPP_1389,BD_003,SR_016,2024-07-28,2024-10-07,Closed Lost,Closed Lost,11,65647.78
OPP_1390,BD_005,SR_013,2024-05-10,2024-06-19,Closed Won,Closed Won,24,75839.19
OPP_1391,BD_013,SR_017,2023-02-19,2023-03-26,Closed Lost,Closed Lost,11,69386.68
OPP_1392,BD_009,SR_003,2024-09-25,2025-02-14,Closed Won,Closed Won,11,22163.44
OPP_1393,BD_006,SR_018,2023-12-13,2024-06-07,Closed Won,Closed Won,8,46677.49
OPP_1394,BD_017,SR_002,2023-03-10,,Open,Negotiation,111,182582.78
OPP_1395,BD_004,SR_023,2023-06-18,,Open,Qualification,49,92946.53
OPP_1396,BD_012,SR_001,2023-04-17,,Open,Negotiation,7,31824.56
OPP_1397,BD_015,SR_013,2023-02-15,2023-04-09,Closed Lost,Closed Lost,4,81696.33
OPP_1398,BD_003,SR_001,2023-08-11,,Open,Proposal,24,46781.19
OPP_1399,BD_004,SR_013,2023-08-23,2024-02-17,Closed Lost,Closed Lost,29,70347.63
OPP_1400,BD_008,SR_009,2024-11-14,2025-01-28,Closed Won,Closed Won,20,31464.21
OPP_1401,BD_002,SR_015,2024-09-20,,Open,Proposal,117,28599.13
OPP_1402,BD_011,SR_012,2024-12-27,,Open,Qualification,107,36953.57
OPP_1403,BD_015,SR_003,2024-05-10,,Open,Negotiation,111,30327.48
OPP_1404,BD_008,SR_016,2024-06-06,,Open,Negotiation,16,50928.43
OPP_1405,BD_005,SR_001,2023-01-27,,Open,Qualification,102,67867.12
OPP_1406,BD_014,SR_018,2024-10-20,2025-03-01,Closed Lost,Closed Lost,29,44656.72
OPP_1407,BD_007,SR_004,2023-04-03,,Open,Qualification,54,100016.68
OPP_1408,BD_012,SR_005,2024-08-17,2025-02-04,Closed Won,Closed Won,17,54865.95
OPP_1409,BD_005,SR_015,2024-07-18,,Open,Qualification,18,123643.96
OPP_1410,BD_004,SR_019,2023-06-06,2023-08-30,Closed Won,Closed Won,11,52790.87
OPP_1411,BD_002,SR_008,2024-03-19,2024-07-29,Closed Won,Closed Won,6,29514.3
OPP_1412,BD_004,SR_005,2023-10-04,2023-11-23,Closed Lost,Closed Lost,5,119640.07
OPP_1413,BD_014,SR_012,2023-11-13,2024-04-17,Closed Won,Closed Won,20,90581.19
OPP_1414,BD_004,SR_014,2023-04-21,,Open,Qualification,1,48914.71
OPP_1415,BD_009,SR_022,2023-02-23,,Open,Proposal,70,22610.69
OPP_1416,BD_009,SR_020,2023-07-03,,Open,Qualification,11,122261.8
OPP_1417,BD_015,SR_023,2024-11-26,2025-02-26,Closed Lost,Closed Lost,24,83966.53
OPP_1418,BD_014,SR_018,2024-10-20,2025-03-01,Closed Lost,Closed Lost,29,44656.72
OPP_1419,BD_017,SR_009,2023-06-06,2023-11-07,Closed Won,Closed Won,17,116577.76
OPP_1420,BD_013,SR_014,2023-08-13,,Open,Qualification,44,94508.22
OPP_1421,BD_017,SR_008,2024-08-02,2024-12-02,Closed Lost,Closed Lost,15,16225.76
OPP_1422,BD_015,SR_004,2023-04-26,2023-08-03,Closed Won,Closed Won,9,52141.13
OPP_1423,BD_016,SR_011,2023-03-02,,Open,Negotiation,114,27763.4
OPP_1424,BD_014,SR_008,2023-01-01,,Open,Negotiation,117,54355.71
OPP_1425,BD_015,SR_007,2023-03-13,,Open,Qualification,24,144736.14
OPP_1426,BD_008,SR_022,2024-10-18,,Open,Proposal,78,53820.54
OPP_1427,BD_017,SR_010,2023-06-30,2023-11-14,Closed Lost,Closed Lost,3,67424.02
OPP_1428,BD_003,SR_016,2024-07-28,2024-10-07,Closed Lost,Closed Lost,11,65647.78
OPP_1429,BD_008,SR_005,2024-03-25,,Open,Proposal,11,60900.1
OPP_1430,BD_007,SR_001,2024-06-29,,Open,Proposal,62,24823.61
OPP_1431,BD_005,SR_008,2024-11-10,2025-03-07,Closed Won,Closed Won,13,55597.93
OPP_1432,BD_001,SR_009,2023-08-03,,Open,Proposal,9,125446.47
OPP_1433,BD_015,SR_017,2023-01-13,,Open,Qualification,110,28792.77
OPP_1434,BD_001,SR_006,2024-08-21,,Open,Qualification,62,71347.37
OPP_1435,BD_018,SR_016,2023-05-09,2023-09-17,Closed Lost,Closed Lost,24,80418.39
OPP_1436,BD_014,SR_021,2024-04-18,2024-05-24,Closed Lost,Closed Lost,20,47034.94
OPP_1437,BD_009,SR_012,2023-05-16,2023-09-04,Closed Lost,Closed Lost,28,29612.12
OPP_1438,BD_012,SR_007,2024-02-17,2024-08-05,Closed Lost,Closed Lost,14,17158.77
OPP_1439,BD_001,SR_006,2024-08-21,,Open,Qualification,62,71347.37
OPP_1440,BD_017,SR_005,2024-10-12,2025-01-18,Closed Lost,Closed Lost,23,28768.06
OPP_1441,BD_008,SR_005,2024-03-25,,Open,Proposal,11,60900.1
OPP_1442,BD_006,SR_001,2024-01-20,,Open,Negotiation,85,34719.95
OPP_1443,BD_005,SR_003,2024-05-15,2024-09-26,Closed Won,Closed Won,18,33485.29
OPP_1444,BD_010,SR_007,2024-05-11,2024-08-28,Closed Won,Closed Won,27,38753.19
OPP_1445,BD_004,SR_017,2023-03-17,2023-05-10,Closed Lost,Closed Lost,29,65221.21
OPP_1446,BD_006,SR_007,2024-02-22,,Open,Qualification,119,25100.95
OPP_1447,BD_018,SR_020,2023-12-19,2024-04-16,Closed Lost,Closed Lost,23,99218.94
OPP_1448,BD_002,SR_016,2024-04-24,,Open,Negotiation,19,22413.53
OPP_1449,BD_015,SR_017,2023-01-13,,Open,Qualification,110,28792.77
OPP_1450,BD_010,SR_002,2024-03-24,,Open,Qualification,28,66805.69
OPP_1451,BD_012,SR_023,2023-07-02,2023-12-17,Closed Lost,Closed Lost,11,59728.14
OPP_1452,BD_014,SR_016,2023-01-25,2023-07-22,Closed Lost,Closed Lost,8,61680.25
OPP_1453,BD_012,SR_015,2024-05-09,,Open,Proposal,14,92057.38
OPP_1454,BD_014,SR_007,2024-10-31,2025-03-20,Closed Lost,Closed Lost,22,75407.67
OPP_1455,BD_017,SR_018,2024-08-17,,Open,Negotiation,39,104876.21
OPP_1456,BD_011,SR_012,2024-12-27,,Open,Qualification,107,36953.57
OPP_1457,BD_001,SR_015,2023-04-11,,Open,Qualification,58,44355.92
OPP_1458,BD_001,SR_022,2023-08-04,2024-01-24,Closed Won,Closed Won,4,22559.19
OPP_1459,BD_018,SR_006,2024-05-12,2024-10-10,Closed Lost,Closed Lost,4,60487.3
OPP_1460,BD_012,SR_002,2023-11-20,2024-01-06,Closed Won,Closed Won,19,40371.34
OPP_1461,BD_016,SR_003,2024-06-10,,Open,Proposal,105,118464.91
OPP_1462,BD_018,SR_022,2024-08-17,,Open,Negotiation,54,65718.21
OPP_1463,BD_013,SR_011,2024-06-08,2024-10-23,Closed Won,Closed Won,12,14578.68
OPP_1464,BD_006,SR_001,2024-01-20,,Open,Negotiation,85,34719.95
OPP_1465,BD_012,SR_023,2023-07-02,2023-12-17,Closed Lost,Closed Lost,11,59728.14
OPP_1466,BD_017,SR_009,2023-06-06,2023-11-07,Closed Won,Closed Won,17,116577.76
OPP_1467,BD_006,SR_007,2024-02-22,,Open,Qualification,119,25100.95
OPP_1468,BD_015,SR_019,2024-11-12,2024-12-28,Closed Lost,Closed Lost,18,54876.38
OPP_1469,BD_005,SR_019,2024-02-13,,Open,Qualification,91,31078.32
OPP_1470,BD_012,SR_005,2024-08-17,2025-02-04,Closed Won,Closed Won,17,54865.95
OPP_1471,BD_012,SR_008,2023-08-07,2023-11-03,Closed Won,Closed Won,11,66411.69
OPP_1472,BD_018,SR_011,2023-11-22,2024-03-14,Closed Lost,Closed Lost,15,91876.24
OPP_1473,BD_017,SR_002,2023-03-10,,Open,Negotiation,111,182582.78
OPP_1474,BD_015,SR_013,2023-02-15,2023-04-09,Closed Lost,Closed Lost,4,81696.33
OPP_1475,BD_008,SR_009,2024-11-14,2025-01-28,Closed Won,Closed Won,20,31464.21
OPP_1476,BD_017,SR_017,2024-12-24,,Open,Qualification,111,22721.5
OPP_1477,BD_007,SR_014,2024-10-25,2025-04-05,Closed Lost,Closed Lost,12,108734.12
OPP_1478,BD_008,SR_008,2024-07-22,2024-09-20,Closed Won,Closed Won,18,64656.81
OPP_1479,BD_014,SR_023,2024-11-28,2025-01-28,Closed Won,Closed Won,24,21714.08
OPP_1480,BD_016,SR_018,2023-07-25,2023-09-11,Closed Won,Closed Won,17,51996.6
OPP_1481,BD_009,SR_021,2023-10-31,2024-03-16,Closed Won,Closed Won,5,39507.85
OPP_1482,BD_011,SR_010,2024-03-11,2024-07-14,Closed Lost,Closed Lost,25,208200.08
OPP_1483,BD_018,SR_014,2023-01-22,2023-02-27,Closed Lost,Closed Lost,6,19432.44
OPP_1484,BD_005,SR_020,2023-09-30,2023-12-25,Closed Won,Closed Won,17,27606.43
OPP_1485,BD_008,SR_010,2024-07-17,2024-10-30,Closed Won,Closed Won,4,243878.48
OPP_1486,BD_008,SR_010,2024-07-17,2024-10-30,Closed Won,Closed Won,4,243878.48
OPP_1487,BD_018,SR_004,2023-06-06,,Open,Negotiation,28,26734.82
OPP_1488,BD_012,SR_018,2024-03-11,,Open,Proposal,35,35390.4
OPP_1489,BD_005,SR_002,2024-09-29,,Open,Proposal,53,45105.11
OPP_1490,BD_008,SR_020,2024-03-13,,Open,Proposal,92,63374.27
OPP_1491,BD_012,SR_007,2024-02-17,2024-08-05,Closed Lost,Closed Lost,14,17158.77
OPP_1492,BD_001,SR_013,2023-01-20,,Open,Qualification,19,54510.94
OPP_1493,BD_006,SR_010,2023-07-09,2023-09-18,Closed Lost,Closed Lost,5,31414.15
OPP_1494,BD_017,SR_023,2023-09-28,2024-03-18,Closed Won,Closed Won,16,83305.2
OPP_1495,BD_006,SR_023,2024-10-04,,Open,Proposal,67,41678.99
OPP_1496,BD_014,SR_016,2023-01-25,2023-07-22,Closed Lost,Closed Lost,8,61680.25
OPP_1497,BD_016,SR_015,2023-09-18,2023-11-07,Closed Won,Closed Won,24,35124.47
OPP_1498,BD_001,SR_011,2024-10-12,2025-03-09,Closed Lost,Closed Lost,22,31724.84
OPP_1499,BD_008,SR_010,2024-07-17,2024-10-30,Closed Won,Closed Won,4,243878.48
OPP_1500,BD_002,SR_010,2023-03-30,,Open,Qualification,11,31637.26
OPP_1501,BD_009,SR_001,2024-06-11,,Open,Qualification,51,59034.77
OPP_1502,BD_013,SR_014,2023-08-13,,Open,Qualification,44,94508.22
OPP_1503,BD_010,SR_016,2023-10-10,2024-02-26,Closed Won,Closed Won,11,25984.75
OPP_1504,BD_015,SR_001,2024-02-21,2024-06-11,Closed Lost,Closed Lost,20,37009.57
OPP_1505,BD_013,SR_010,2024-06-10,,Open,Qualification,47,67115.4
OPP_1506,BD_003,SR_022,2024-02-21,,Open,Qualification,70,27412.4
